f1,f2
1184.326171875,667.529296875
1162.79296875,667.529296875
1055.126953125,576.01318359375
1119.7265625,586.77978515625
1055.126953125,570.6298828125
1141.259765625,559.86328125
1076.66015625,549.0966796875
1162.79296875,559.86328125
1141.259765625,549.0966796875
1162.79296875,425.28076171875
1162.79296875,409.130859375
1141.259765625,602.9296875
1119.7265625,522.18017578125
839.794921875,2201.77001953125
1162.79296875,710.595703125
1162.79296875,619.07958984375
990.52734375,527.5634765625
602.9296875,306.84814453125
1184.326171875,662.14599609375
1313.525390625,565.24658203125
1162.79296875,662.14599609375
990.52734375,522.18017578125
1162.79296875,619.07958984375
1141.259765625,543.71337890625
1012.060546875,586.77978515625
882.861328125,355.2978515625
1335.05859375,538.330078125
1162.79296875,441.4306640625
1141.259765625,613.6962890625
990.52734375,576.01318359375
1033.59375,576.01318359375
1076.66015625,543.71337890625
1076.66015625,489.88037109375
1119.7265625,489.88037109375
1184.326171875,667.529296875
1184.326171875,586.77978515625
1141.259765625,576.01318359375
1270.458984375,559.86328125
1098.193359375,570.6298828125
925.927734375,425.28076171875
1184.326171875,597.54638671875
1119.7265625,678.2958984375
1119.7265625,570.6298828125
968.994140625,376.8310546875
1291.9921875,629.84619140625
1291.9921875,667.529296875
882.861328125,651.37939453125
1162.79296875,602.9296875
1119.7265625,597.54638671875
1162.79296875,506.0302734375
1270.458984375,667.529296875
1012.060546875,683.67919921875
1335.05859375,2088.720703125
1033.59375,570.6298828125
839.794921875,355.2978515625
1033.59375,570.6298828125
1227.392578125,570.6298828125
1012.060546875,522.18017578125
1184.326171875,624.462890625
1098.193359375,554.47998046875
904.39453125,484.4970703125
1098.193359375,527.5634765625
1141.259765625,500.64697265625
990.52734375,516.796875
968.994140625,516.796875
1076.66015625,570.6298828125
1248.92578125,667.529296875
925.927734375,500.64697265625
796.728515625,317.61474609375
968.994140625,473.73046875
1012.060546875,409.130859375
1162.79296875,678.2958984375
990.52734375,522.18017578125
968.994140625,511.41357421875
1399.658203125,506.0302734375
1012.060546875,608.31298828125
1119.7265625,565.24658203125
1313.525390625,629.84619140625
1205.859375,672.91259765625
1356.591796875,640.61279296875
1248.92578125,511.41357421875
947.4609375,516.796875
1012.060546875,511.41357421875
1162.79296875,662.14599609375
1205.859375,629.84619140625
1119.7265625,382.21435546875
1012.060546875,699.8291015625
968.994140625,436.04736328125
1162.79296875,538.330078125
1205.859375,570.6298828125
1162.79296875,656.7626953125
1184.326171875,532.94677734375
1442.724609375,656.7626953125
1055.126953125,549.0966796875
1119.7265625,527.5634765625
1184.326171875,581.396484375
1184.326171875,662.14599609375
968.994140625,522.18017578125
1162.79296875,602.9296875
1033.59375,522.18017578125
1270.458984375,570.6298828125
990.52734375,522.18017578125
1205.859375,500.64697265625
1033.59375,495.263671875
796.728515625,333.7646484375
1162.79296875,656.7626953125
710.595703125,1491.17431640625
1141.259765625,602.9296875
1098.193359375,683.67919921875
1141.259765625,592.1630859375
1076.66015625,543.71337890625
1033.59375,527.5634765625
947.4609375,1345.8251953125
1055.126953125,581.396484375
1227.392578125,581.396484375
1119.7265625,506.0302734375
1205.859375,624.462890625
1119.7265625,559.86328125
1270.458984375,667.529296875
1162.79296875,586.77978515625
839.794921875,317.61474609375
1205.859375,586.77978515625
1205.859375,570.6298828125
1098.193359375,570.6298828125
1055.126953125,549.0966796875
710.595703125,317.61474609375
1162.79296875,414.51416015625
1098.193359375,559.86328125
1162.79296875,662.14599609375
861.328125,322.998046875
1098.193359375,565.24658203125
1248.92578125,667.529296875
1033.59375,699.8291015625
1248.92578125,645.99609375
1162.79296875,656.7626953125
1098.193359375,565.24658203125
968.994140625,500.64697265625
1141.259765625,576.01318359375
1227.392578125,672.91259765625
925.927734375,387.59765625
1119.7265625,479.11376953125
947.4609375,371.44775390625
1033.59375,1975.67138671875
1076.66015625,452.197265625
1076.66015625,586.77978515625
1055.126953125,576.01318359375
1055.126953125,328.38134765625
1141.259765625,532.94677734375
990.52734375,484.4970703125
882.861328125,484.4970703125
1291.9921875,532.94677734375
732.12890625,312.2314453125
990.52734375,495.263671875
1184.326171875,667.529296875
1162.79296875,613.6962890625
1055.126953125,360.68115234375
1162.79296875,624.462890625
452.197265625,2185.6201171875
1055.126953125,446.81396484375
1248.92578125,592.1630859375
1012.060546875,699.8291015625
990.52734375,398.3642578125
861.328125,425.28076171875
1055.126953125,398.3642578125
839.794921875,312.2314453125
1055.126953125,570.6298828125
1291.9921875,602.9296875
1291.9921875,662.14599609375
1055.126953125,549.0966796875
1313.525390625,592.1630859375
1033.59375,516.796875
1184.326171875,662.14599609375
947.4609375,371.44775390625
1012.060546875,522.18017578125
1270.458984375,667.529296875
1055.126953125,581.396484375
1076.66015625,592.1630859375
1033.59375,570.6298828125
904.39453125,317.61474609375
1335.05859375,597.54638671875
818.26171875,1178.94287109375
1485.791015625,1593.45703125
1162.79296875,328.38134765625
1141.259765625,597.54638671875
968.994140625,495.263671875
1141.259765625,549.0966796875
1033.59375,516.796875
1012.060546875,333.7646484375
1055.126953125,554.47998046875
1012.060546875,506.0302734375
1162.79296875,662.14599609375
1162.79296875,549.0966796875
1076.66015625,543.71337890625
990.52734375,511.41357421875
1162.79296875,570.6298828125
1291.9921875,549.0966796875
1205.859375,586.77978515625
1184.326171875,495.263671875
1012.060546875,565.24658203125
1033.59375,699.8291015625
1184.326171875,667.529296875
1076.66015625,457.58056640625
1205.859375,586.77978515625
1205.859375,597.54638671875
904.39453125,322.998046875
1033.59375,436.04736328125
1830.322265625,920.54443359375
1033.59375,527.5634765625
1205.859375,662.14599609375
968.994140625,511.41357421875
947.4609375,500.64697265625
667.529296875,1981.0546875
990.52734375,592.1630859375
1098.193359375,565.24658203125
1227.392578125,1916.455078125
1033.59375,527.5634765625
968.994140625,403.74755859375
1184.326171875,597.54638671875
1076.66015625,425.28076171875
1270.458984375,597.54638671875
968.994140625,468.34716796875
1098.193359375,559.86328125
1162.79296875,543.71337890625
1162.79296875,656.7626953125
1076.66015625,554.47998046875
1141.259765625,446.81396484375
1098.193359375,452.197265625
1205.859375,667.529296875
732.12890625,301.46484375
1098.193359375,452.197265625
1162.79296875,576.01318359375
1119.7265625,672.91259765625
1184.326171875,506.0302734375
1119.7265625,586.77978515625
1550.390625,1006.67724609375
990.52734375,511.41357421875
1119.7265625,452.197265625
1055.126953125,468.34716796875
1162.79296875,656.7626953125
990.52734375,436.04736328125
904.39453125,457.58056640625
1162.79296875,678.2958984375
990.52734375,511.41357421875
968.994140625,500.64697265625
968.994140625,500.64697265625
1335.05859375,602.9296875
1227.392578125,667.529296875
1184.326171875,506.0302734375
1098.193359375,419.8974609375
1141.259765625,586.77978515625
1033.59375,355.2978515625
1205.859375,667.529296875
1098.193359375,554.47998046875
1378.125,619.07958984375
904.39453125,322.998046875
1098.193359375,516.796875
904.39453125,452.197265625
1205.859375,667.529296875
1098.193359375,570.6298828125
1076.66015625,549.0966796875
1270.458984375,651.37939453125
1248.92578125,667.529296875
1184.326171875,678.2958984375
968.994140625,506.0302734375
1162.79296875,656.7626953125
1313.525390625,1297.37548828125
1012.060546875,398.3642578125
1205.859375,635.2294921875
990.52734375,522.18017578125
947.4609375,500.64697265625
1162.79296875,667.529296875
1098.193359375,592.1630859375
1184.326171875,559.86328125
925.927734375,489.88037109375
1012.060546875,516.796875
1076.66015625,683.67919921875
1076.66015625,592.1630859375
624.462890625,2029.50439453125
990.52734375,516.796875
1033.59375,473.73046875
1184.326171875,662.14599609375
1055.126953125,543.71337890625
1184.326171875,608.31298828125
1141.259765625,559.86328125
1076.66015625,457.58056640625
753.662109375,290.6982421875
1205.859375,667.529296875
1055.126953125,500.64697265625
968.994140625,511.41357421875
1248.92578125,662.14599609375
1076.66015625,662.14599609375
947.4609375,479.11376953125
1098.193359375,392.98095703125
1227.392578125,559.86328125
732.12890625,322.998046875
1012.060546875,522.18017578125
1162.79296875,559.86328125
882.861328125,409.130859375
1119.7265625,576.01318359375
1205.859375,667.529296875
1248.92578125,554.47998046875
1033.59375,549.0966796875
1162.79296875,656.7626953125
1098.193359375,549.0966796875
990.52734375,516.796875
1055.126953125,689.0625
1098.193359375,484.4970703125
1141.259765625,581.396484375
968.994140625,522.18017578125
1119.7265625,527.5634765625
990.52734375,2217.919921875
1335.05859375,613.6962890625
775.1953125,2158.70361328125
1098.193359375,576.01318359375
1205.859375,667.529296875
947.4609375,382.21435546875
1205.859375,667.529296875
1162.79296875,662.14599609375
990.52734375,516.796875
1227.392578125,667.529296875
1184.326171875,667.529296875
1055.126953125,570.6298828125
818.26171875,317.61474609375
1184.326171875,549.0966796875
1141.259765625,592.1630859375
1141.259765625,1658.056640625
1012.060546875,511.41357421875
968.994140625,516.796875
1162.79296875,656.7626953125
1098.193359375,543.71337890625
732.12890625,328.38134765625
1162.79296875,565.24658203125
1205.859375,538.330078125
1055.126953125,532.94677734375
968.994140625,500.64697265625
1227.392578125,592.1630859375
1119.7265625,425.28076171875
1162.79296875,656.7626953125
1205.859375,662.14599609375
1033.59375,500.64697265625
1356.591796875,619.07958984375
968.994140625,462.9638671875
1119.7265625,581.396484375
1248.92578125,559.86328125
861.328125,322.998046875
1184.326171875,667.529296875
1098.193359375,511.41357421875
1141.259765625,554.47998046875
1162.79296875,602.9296875
1162.79296875,559.86328125
732.12890625,333.7646484375
1055.126953125,392.98095703125
1033.59375,543.71337890625
861.328125,452.197265625
1076.66015625,532.94677734375
882.861328125,322.998046875
1162.79296875,576.01318359375
904.39453125,441.4306640625
1270.458984375,565.24658203125
1141.259765625,543.71337890625
1055.126953125,554.47998046875
1270.458984375,667.529296875
839.794921875,1281.2255859375
1119.7265625,613.6962890625
1098.193359375,570.6298828125
1076.66015625,414.51416015625
1205.859375,672.91259765625
1098.193359375,495.263671875
1055.126953125,554.47998046875
1033.59375,506.0302734375
1485.791015625,645.99609375
1076.66015625,586.77978515625
947.4609375,387.59765625
1033.59375,1905.6884765625
1184.326171875,559.86328125
1098.193359375,602.9296875
1184.326171875,667.529296875
968.994140625,489.88037109375
1205.859375,522.18017578125
947.4609375,683.67919921875
1184.326171875,414.51416015625
1098.193359375,683.67919921875
1205.859375,592.1630859375
1335.05859375,538.330078125
1184.326171875,549.0966796875
947.4609375,376.8310546875
1162.79296875,656.7626953125
1012.060546875,565.24658203125
1076.66015625,452.197265625
1119.7265625,473.73046875
1098.193359375,543.71337890625
1119.7265625,527.5634765625
1205.859375,672.91259765625
1012.060546875,527.5634765625
1076.66015625,565.24658203125
1033.59375,522.18017578125
1184.326171875,672.91259765625
990.52734375,414.51416015625
796.728515625,349.91455078125
1356.591796875,500.64697265625
1141.259765625,549.0966796875
990.52734375,516.796875
1658.056640625,1695.73974609375
1098.193359375,581.396484375
1162.79296875,586.77978515625
968.994140625,387.59765625
968.994140625,511.41357421875
1012.060546875,699.8291015625
1227.392578125,662.14599609375
1119.7265625,586.77978515625
1141.259765625,570.6298828125
1227.392578125,662.14599609375
882.861328125,312.2314453125
1119.7265625,597.54638671875
1162.79296875,651.37939453125
1184.326171875,425.28076171875
1184.326171875,662.14599609375
1098.193359375,565.24658203125
1162.79296875,656.7626953125
1119.7265625,527.5634765625
1184.326171875,662.14599609375
1098.193359375,576.01318359375
1227.392578125,581.396484375
1227.392578125,532.94677734375
1119.7265625,538.330078125
1205.859375,613.6962890625
1205.859375,608.31298828125
1313.525390625,613.6962890625
1119.7265625,479.11376953125
904.39453125,333.7646484375
1421.19140625,662.14599609375
925.927734375,344.53125
1162.79296875,656.7626953125
1119.7265625,495.263671875
1162.79296875,581.396484375
947.4609375,452.197265625
1012.060546875,597.54638671875
1184.326171875,656.7626953125
1184.326171875,549.0966796875
1141.259765625,570.6298828125
1205.859375,662.14599609375
1119.7265625,387.59765625
1162.79296875,651.37939453125
1141.259765625,667.529296875
925.927734375,317.61474609375
947.4609375,506.0302734375
1119.7265625,624.462890625
1184.326171875,436.04736328125
1162.79296875,656.7626953125
1248.92578125,565.24658203125
1184.326171875,662.14599609375
1141.259765625,592.1630859375
1162.79296875,656.7626953125
1162.79296875,662.14599609375
1184.326171875,565.24658203125
968.994140625,511.41357421875
1162.79296875,484.4970703125
1162.79296875,662.14599609375
1076.66015625,565.24658203125
1205.859375,543.71337890625
1313.525390625,602.9296875
1162.79296875,651.37939453125
1356.591796875,656.7626953125
990.52734375,489.88037109375
1119.7265625,581.396484375
1033.59375,549.0966796875
1033.59375,522.18017578125
1055.126953125,581.396484375
1141.259765625,581.396484375
1055.126953125,689.0625
1119.7265625,559.86328125
1162.79296875,602.9296875
1162.79296875,656.7626953125
1119.7265625,570.6298828125
947.4609375,495.263671875
1098.193359375,532.94677734375
1055.126953125,570.6298828125
1055.126953125,489.88037109375
1141.259765625,549.0966796875
1055.126953125,371.44775390625
1184.326171875,619.07958984375
1055.126953125,576.01318359375
1055.126953125,581.396484375
1012.060546875,479.11376953125
1614.990234375,624.462890625
1485.791015625,1313.525390625
1119.7265625,538.330078125
1248.92578125,667.529296875
1098.193359375,570.6298828125
990.52734375,527.5634765625
732.12890625,759.04541015625
1055.126953125,586.77978515625
1119.7265625,344.53125
1055.126953125,624.462890625
1528.857421875,1189.70947265625
947.4609375,479.11376953125
1399.658203125,662.14599609375
1141.259765625,554.47998046875
1270.458984375,602.9296875
1076.66015625,527.5634765625
1162.79296875,662.14599609375
1033.59375,554.47998046875
925.927734375,1259.6923828125
1076.66015625,559.86328125
1227.392578125,608.31298828125
1205.859375,667.529296875
968.994140625,581.396484375
1033.59375,570.6298828125
968.994140625,479.11376953125
904.39453125,387.59765625
1119.7265625,619.07958984375
1141.259765625,522.18017578125
1012.060546875,522.18017578125
1248.92578125,586.77978515625
1464.2578125,662.14599609375
1162.79296875,662.14599609375
1205.859375,672.91259765625
1248.92578125,597.54638671875
1227.392578125,834.41162109375
1119.7265625,608.31298828125
1012.060546875,640.61279296875
1205.859375,602.9296875
1356.591796875,576.01318359375
1184.326171875,667.529296875
1313.525390625,516.796875
1141.259765625,613.6962890625
1162.79296875,592.1630859375
1012.060546875,651.37939453125
1033.59375,699.8291015625
882.861328125,403.74755859375
1162.79296875,613.6962890625
925.927734375,479.11376953125
1184.326171875,576.01318359375
1291.9921875,581.396484375
990.52734375,452.197265625
1119.7265625,613.6962890625
861.328125,387.59765625
1313.525390625,2169.47021484375
1098.193359375,576.01318359375
1205.859375,592.1630859375
1356.591796875,624.462890625
968.994140625,511.41357421875
990.52734375,495.263671875
1141.259765625,457.58056640625
882.861328125,403.74755859375
1162.79296875,581.396484375
882.861328125,479.11376953125
1076.66015625,570.6298828125
581.396484375,807.4951171875
1076.66015625,366.064453125
968.994140625,495.263671875
968.994140625,328.38134765625
1184.326171875,667.529296875
968.994140625,468.34716796875
882.861328125,349.91455078125
1184.326171875,662.14599609375
1184.326171875,619.07958984375
775.1953125,333.7646484375
1012.060546875,979.7607421875
1205.859375,592.1630859375
1119.7265625,581.396484375
1937.98828125,1281.2255859375
1033.59375,543.71337890625
1162.79296875,1814.17236328125
1055.126953125,581.396484375
1184.326171875,403.74755859375
1184.326171875,629.84619140625
1076.66015625,489.88037109375
968.994140625,500.64697265625
1098.193359375,570.6298828125
1033.59375,576.01318359375
1227.392578125,559.86328125
1012.060546875,699.8291015625
1227.392578125,527.5634765625
1076.66015625,559.86328125
1033.59375,360.68115234375
1335.05859375,624.462890625
1227.392578125,656.7626953125
1076.66015625,576.01318359375
1033.59375,516.796875
1205.859375,624.462890625
1162.79296875,414.51416015625
968.994140625,457.58056640625
1098.193359375,662.14599609375
1076.66015625,479.11376953125
1119.7265625,586.77978515625
689.0625,306.84814453125
1313.525390625,602.9296875
1119.7265625,554.47998046875
1162.79296875,656.7626953125
1098.193359375,559.86328125
1141.259765625,608.31298828125
1141.259765625,586.77978515625
1076.66015625,430.6640625
1033.59375,576.01318359375
1184.326171875,576.01318359375
1184.326171875,387.59765625
1227.392578125,570.6298828125
968.994140625,522.18017578125
1141.259765625,678.2958984375
1248.92578125,640.61279296875
968.994140625,699.8291015625
1248.92578125,667.529296875
753.662109375,366.064453125
1205.859375,527.5634765625
990.52734375,506.0302734375
1227.392578125,565.24658203125
1787.255859375,1911.07177734375
1291.9921875,576.01318359375
1076.66015625,516.796875
1378.125,613.6962890625
1162.79296875,656.7626953125
1141.259765625,549.0966796875
818.26171875,317.61474609375
1162.79296875,656.7626953125
1098.193359375,554.47998046875
990.52734375,527.5634765625
1076.66015625,538.330078125
1162.79296875,371.44775390625
2131.787109375,1604.2236328125
1012.060546875,613.6962890625
1141.259765625,678.2958984375
1162.79296875,662.14599609375
1012.060546875,489.88037109375
1335.05859375,662.14599609375
1270.458984375,559.86328125
1313.525390625,629.84619140625
1055.126953125,479.11376953125
1205.859375,619.07958984375
1248.92578125,613.6962890625
1184.326171875,543.71337890625
1055.126953125,629.84619140625
968.994140625,462.9638671875
1055.126953125,576.01318359375
1205.859375,662.14599609375
1033.59375,554.47998046875
1119.7265625,1566.54052734375
904.39453125,306.84814453125
1098.193359375,543.71337890625
1356.591796875,624.462890625
904.39453125,457.58056640625
990.52734375,506.0302734375
1162.79296875,511.41357421875
1162.79296875,656.7626953125
1313.525390625,662.14599609375
1098.193359375,409.130859375
1162.79296875,570.6298828125
1076.66015625,425.28076171875
1055.126953125,581.396484375
1076.66015625,484.4970703125
775.1953125,312.2314453125
925.927734375,360.68115234375
1141.259765625,398.3642578125
1162.79296875,672.91259765625
1162.79296875,543.71337890625
904.39453125,479.11376953125
1033.59375,516.796875
1012.060546875,516.796875
1076.66015625,581.396484375
1162.79296875,651.37939453125
1184.326171875,532.94677734375
1119.7265625,602.9296875
1076.66015625,559.86328125
796.728515625,1970.2880859375
1141.259765625,592.1630859375
1162.79296875,662.14599609375
1033.59375,344.53125
1184.326171875,624.462890625
1356.591796875,645.99609375
947.4609375,333.7646484375
1033.59375,559.86328125
1055.126953125,479.11376953125
1076.66015625,419.8974609375
1012.060546875,570.6298828125
1227.392578125,511.41357421875
1012.060546875,527.5634765625
1378.125,645.99609375
1141.259765625,597.54638671875
1076.66015625,543.71337890625
1378.125,645.99609375
1227.392578125,489.88037109375
1162.79296875,468.34716796875
1227.392578125,613.6962890625
1098.193359375,683.67919921875
1270.458984375,554.47998046875
1356.591796875,602.9296875
1227.392578125,398.3642578125
1012.060546875,522.18017578125
1076.66015625,586.77978515625
1076.66015625,565.24658203125
1012.060546875,699.8291015625
925.927734375,446.81396484375
990.52734375,360.68115234375
1162.79296875,656.7626953125
1162.79296875,656.7626953125
1012.060546875,387.59765625
1119.7265625,592.1630859375
667.529296875,312.2314453125
1033.59375,522.18017578125
602.9296875,1674.20654296875
1162.79296875,602.9296875
1076.66015625,581.396484375
1012.060546875,565.24658203125
1184.326171875,441.4306640625
667.529296875,2164.0869140625
968.994140625,414.51416015625
1421.19140625,624.462890625
1119.7265625,457.58056640625
1098.193359375,543.71337890625
1184.326171875,678.2958984375
1205.859375,672.91259765625
1162.79296875,565.24658203125
1119.7265625,565.24658203125
1184.326171875,689.0625
1033.59375,570.6298828125
1313.525390625,581.396484375
1184.326171875,662.14599609375
990.52734375,506.0302734375
1205.859375,592.1630859375
1313.525390625,565.24658203125
1076.66015625,586.77978515625
1205.859375,602.9296875
1270.458984375,592.1630859375
1227.392578125,667.529296875
1119.7265625,619.07958984375
1248.92578125,570.6298828125
1162.79296875,425.28076171875
1055.126953125,635.2294921875
1227.392578125,559.86328125
1184.326171875,602.9296875
689.0625,306.84814453125
947.4609375,516.796875
1012.060546875,511.41357421875
1033.59375,468.34716796875
990.52734375,522.18017578125
1162.79296875,473.73046875
1098.193359375,570.6298828125
1162.79296875,576.01318359375
1162.79296875,672.91259765625
1162.79296875,667.529296875
1205.859375,608.31298828125
1119.7265625,565.24658203125
1507.32421875,1108.9599609375
947.4609375,506.0302734375
990.52734375,522.18017578125
1141.259765625,570.6298828125
1162.79296875,543.71337890625
1184.326171875,651.37939453125
753.662109375,1733.4228515625
1055.126953125,549.0966796875
1270.458984375,484.4970703125
1033.59375,538.330078125
1033.59375,452.197265625
1184.326171875,667.529296875
1098.193359375,613.6962890625
1076.66015625,441.4306640625
689.0625,1921.83837890625
1162.79296875,619.07958984375
1205.859375,667.529296875
1098.193359375,597.54638671875
990.52734375,522.18017578125
968.994140625,511.41357421875
1141.259765625,500.64697265625
1033.59375,500.64697265625
1012.060546875,419.8974609375
1055.126953125,576.01318359375
1184.326171875,576.01318359375
1162.79296875,403.74755859375
1227.392578125,527.5634765625
990.52734375,527.5634765625
1205.859375,462.9638671875
1270.458984375,662.14599609375
1119.7265625,662.14599609375
1119.7265625,689.0625
1421.19140625,613.6962890625
1012.060546875,699.8291015625
1248.92578125,619.07958984375
689.0625,317.61474609375
1098.193359375,581.396484375
1098.193359375,565.24658203125
1119.7265625,576.01318359375
1205.859375,672.91259765625
990.52734375,500.64697265625
1162.79296875,656.7626953125
1162.79296875,656.7626953125
1205.859375,608.31298828125
925.927734375,479.11376953125
1270.458984375,409.130859375
1270.458984375,608.31298828125
1141.259765625,602.9296875
1076.66015625,559.86328125
1119.7265625,549.0966796875
968.994140625,484.4970703125
990.52734375,527.5634765625
1055.126953125,549.0966796875
1184.326171875,662.14599609375
1076.66015625,554.47998046875
990.52734375,522.18017578125
1076.66015625,543.71337890625
947.4609375,457.58056640625
